ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,Label
train_00000.png,0.0013536316266514678,659.317619791461,0.15716731747319,391.1323064834368,0.1212524717921969,346.76858737346964,905.2116061422678,6.840575068454421,12.089976038557817,0.00036263689977173065,5.347826855280538,-0.08289424516240727,0.32251358560693766,0
train_00001.png,0.0014971046447499812,91.20917015119609,0.9091790735078326,502.07939544578574,0.20068970825054563,358.7852066425854,1917.1084116319118,7.3293390629509805,11.208076782464618,0.000504029441991412,4.005630909887843,-0.258345954402503,0.9558257364230791,1
train_00002.png,0.005264658617844259,3.0849680171022262,0.9958516846841733,371.720230546316,0.5235849587055378,357.8850085646522,1483.7959541681653,6.817557476150238,8.538439689823104,0.0012533884995736713,1.953340365970039,-0.5529474352783998,0.9988446770663262,1
train_00003.png,0.0031593012689906178,4.283336224628805,0.9968568623026997,681.3783805467342,0.491810836173433,413.9499710753899,2721.230185962311,7.5052289058333,9.38226191934376,0.0011175699515735436,2.151092223520707,-0.5792671143174253,0.9996100363376144,5
train_00004.png,0.003536105258553486,2.498093042441383,0.9970021256098689,416.62357216945384,0.5555205525306726,406.9488850581354,1663.996195635362,7.26716392711128,8.833540869995183,0.0013319976365274468,1.8357986696519208,-0.609052043059177,0.9996598048085646,5
train_00005.png,0.002484478343690966,3.3548452001317606,0.9973821843367234,640.8559163643329,0.5211416935856584,372.78346126469995,2560.068820257188,7.619020181680536,9.379183660070938,0.0012321888335727268,1.9978417116677467,-0.5998110423477168,0.9997348750971363,5
train_00006.png,0.001412359465282931,549.7486862371017,0.28364178680563223,383.7102792646678,0.12702203026165299,331.7496577594326,985.0924308215382,6.869290085174709,11.970785791247774,0.0003721707944822443,5.2100999566759425,-0.09167722638181752,0.4278076139543092,3
train_00007.png,0.006218483281775418,19.152033492596114,0.7663389695640457,40.98120553828154,0.29589892113267297,318.83408035356905,144.77278866052578,5.5497489142081085,8.522868352119321,0.0009285989240642976,3.061333465680655,-0.19340622057007875,0.8440199567586498,0
train_00008.png,0.0007106076788915426,1374.3619033883504,0.419562938689673,1183.870808445771,0.10982768378557324,307.01355701099635,3361.1213303947184,7.781783030483045,13.442655203970345,0.00034018583028943606,5.827383086651536,-0.09959522011858243,0.5677523619901922,3
train_00009.png,0.003492828637359171,3.173560188134303,0.9978304849024744,731.1596599056513,0.5396569975154143,366.5474708502642,2921.4650794344802,7.4640298274413635,9.119151725010383,0.0012780287561909055,1.9477330924004868,-0.6066877031728727,0.9996904327413717,5
train_00010.png,0.001633222312791513,448.79653075912444,0.22619757955018166,289.9843465388591,0.13234305462642748,300.59809692424056,711.140855396275,6.65612707183907,11.626581685710445,0.00038177577138952804,5.073267586034898,-0.08942205537478899,0.37987773022953814,3
train_00011.png,0.0031112328424587627,3.9836971464268114,0.9970137716976772,666.9223820402935,0.4985938217255892,409.26835392745033,2663.7058310147236,7.5052270793318705,9.337188748447192,0.0011387960642692573,2.109271445487884,-0.5859351325416144,0.999647150837705,5
