ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,Label
train_00000.png,0.000756326,168.5800561,0.243453664,111.4173959,0.092141334,346.762171,277.0895275,6.096752437,10.79855178,0.000170069,4.773182485,-0.014329947,0.373712144,0
train_00001.png,0.000297182,289.9349752,0.708664908,497.5323067,0.080720945,358.7988811,1700.194252,7.327888003,12.24552427,0.000124739,5.100369572,-0.096613804,0.819533664,1
train_00002.png,0.002082932,11.33464308,0.984808928,372.9579014,0.313082073,357.9451714,1480.496963,6.884081397,9.623212965,0.000599205,2.900465604,-0.370690883,0.99327689,1
train_00003.png,0.001583075,18.28998494,0.986615952,683.2812621,0.288088554,413.9118631,2714.835063,7.587224404,10.5454559,0.000476739,3.2205368,-0.403051599,0.997249584,5
train_00004.png,0.001391962,10.56260034,0.987368528,418.0859363,0.336292089,406.9179771,1661.781145,7.343214729,9.990722363,0.000616516,2.849945875,-0.427123063,0.997520187,5
train_00005.png,0.000918087,14.27034808,0.988885048,642.0480135,0.30606294,372.7533028,2553.921706,7.692331492,10.55398706,0.000550438,3.041457553,-0.424308149,0.998056687,5
train_00006.png,0.000608502,222.8780315,0.308875029,161.2548165,0.082977646,331.7357168,422.1412346,6.3050067,11.16423759,0.000133006,4.96398897,-0.023150955,0.473829008,3
train_00007.png,0.003074932,26.26560411,0.632594394,35.74397371,0.22114775,318.8301665,116.7102907,5.469605263,8.821154564,0.000539354,3.452783352,-0.089417919,0.724394181,0
train_00008.png,0.000135572,829.7602109,0.361031051,649.2872086,0.043510727,307.023087,1767.388624,7.415158991,13.17726229,6.15E-05,5.902813249,-0.033556367,0.598096338,3
train_00009.png,0.001362992,13.48051043,0.990820107,733.9432352,0.324732987,366.4903689,2922.29243,7.538617053,10.27574011,0.000587953,2.975591778,-0.430360579,0.997781834,5
train_00010.png,0.000785163,179.0815037,0.17184366,108.1205453,0.090614385,300.6059694,253.4006775,6.025831814,10.75692118,0.000180973,4.810598689,-0.011916849,0.336845807,3
train_00011.png,0.001537311,17.00248699,0.987299854,669.2759958,0.2930546,409.223196,2660.101496,7.587000928,10.49956402,0.000490158,3.172350569,-0.409932739,0.997503043,5
train_00012.png,0.000195727,604.1654931,0.3427868,459.6179862,0.050115361,361.2160971,1234.306452,7.171166775,12.72646672,7.42E-05,5.673742559,-0.031837743,0.575192076,3
train_00013.png,0.000571009,160.2473214,0.784611752,372.1063416,0.101273097,317.6400315,1328.178045,6.818615022,11.39785954,0.000192516,4.66693593,-0.124019765,0.86657032,3
train_00014.png,0.00844561,36.80680764,0.980711052,954.1230637,0.270727464,416.2857328,3779.685447,7.43681263,10.61999869,0.000361732,3.672508612,-0.359971136,0.994555136,1
train_00015.png,0.000507938,87.85698414,0.907552035,475.1921896,0.139263314,342.8395394,1812.911774,7.379737043,11.47911978,0.000236031,4.252252486,-0.210058791,0.959334978,1
train_00016.png,0.000427466,111.6545843,0.865171729,414.0124656,0.122404464,344.4763786,1544.395278,7.308139737,11.61033647,0.000203124,4.447000276,-0.17435369,0.940145858,1
train_00017.png,0.000985254,54.10925633,0.855254119,186.9048957,0.168709773,305.1686314,693.5103265,6.714910995,10.51337344,0.000316247,3.943823966,-0.177163002,0.926969357,1
train_00018.png,0.001603107,8.496664369,0.992173522,542.915296,0.375751509,363.4146939,2163.16452,7.467759668,9.920058325,0.000711131,2.686575037,-0.467773019,0.998605489,5
train_00019.png,0.000949332,56.49500721,0.865485214,209.966552,0.171816911,302.6806024,783.3712007,6.798532699,10.58640569,0.000319713,3.92543109,-0.190078582,0.931400686,1
train_00020.png,0.002787069,4.439955606,0.993539018,343.5526566,0.454723194,404.7972336,1369.770671,6.983979137,9.048308528,0.000897709,2.309257086,-0.490069465,0.9984607,1
train_00021.png,0.000183971,255.8267509,0.888835507,1150.618899,0.086250254,356.0577453,4346.648846,8.033741131,12.85573452,0.000129029,5.031459875,-0.178710641,0.954688036,1
train_00022.png,0.001288415,113.2230549,0.129463597,65.03042679,0.111781228,336.377547,146.8986523,5.635128892,10.0553534,0.000227019,4.491753622,-0.007577677,0.263376567,0
train_00023.png,0.005685674,6.981519428,0.994544383,639.6478123,0.418288214,444.4418285,2551.60973,7.238756687,9.428827182,0.000749514,2.576121334,-0.499411524,0.998893583,5
train_00024.png,0.000558097,237.357295,0.637194371,327.0822099,0.083658985,334.4898671,1070.971545,6.63359984,11.47756113,0.000133205,4.993626451,-0.06083961,0.714625734,3
train_00025.png,0.00059992,61.12815615,0.909407838,337.3655598,0.15252359,378.0800501,1288.334083,7.189297597,11.12439258,0.000268713,4.033780162,-0.213924974,0.961609136,1
train_00026.png,0.002579826,4.730786476,0.993125705,344.0740857,0.465991832,355.8717263,1371.565556,7.211602379,9.237505899,0.000933937,2.309529657,-0.514093183,0.998982987,5
train_00027.png,0.001166059,16.30307081,0.988657584,718.7341713,0.294799037,406.0776382,2858.633615,7.662999089,10.56189721,0.000504572,3.140326053,-0.417913812,0.997875583,5
train_00028.png,0.00053621,149.2646332,0.831038603,441.7299528,0.103778925,328.6367485,1617.655178,6.990940856,11.51431828,0.000170022,4.66677166,-0.127336682,0.885228269,4
train_00029.png,0.001120394,18.75133149,0.987705816,762.5568123,0.279466019,409.986304,3031.475918,7.675974175,10.67442752,0.000474717,3.232340583,-0.404113442,0.997473222,5
train_00030.png,0.000912697,15.14152048,0.987962764,628.9394958,0.295400549,383.9469987,2500.616463,7.653808398,10.53791779,0.000531477,3.076554451,-0.417852104,0.997801579,5
train_00031.png,0.002650756,31.8274157,0.607709508,40.5673584,0.204453764,321.957994,130.4420179,5.550773423,9.038491163,0.000473678,3.582879287,-0.080684514,0.701885176,0
train_00032.png,0.002333603,19.18288601,0.882498858,81.62329214,0.255337356,291.9867193,307.3102825,6.146253517,9.249113858,0.000608672,3.236325805,-0.218240152,0.941244572,0
train_00033.png,0.001043778,32.16544702,0.97281372,592.0514922,0.208986103,362.2478997,2336.040522,7.073452499,10.49773364,0.000375032,3.588339498,-0.28357337,0.983105959,4
