ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,Label
train_00000.png,0.002025926,45.88987058,0.483767664,44.45138265,0.165543201,346.7646001,131.91566,5.552299995,9.314712272,0.00037972,3.861315818,-0.050346851,0.6150164,0
train_00001.png,0.000300002,419.8192247,0.500088071,419.7892406,0.063785906,358.8821534,1259.337738,7.107105983,12.14679014,9.69E-05,5.390091426,-0.079163188,0.786884758,1
train_00002.png,0.001826568,17.58938396,0.976321073,371.1960337,0.26412148,358.0614069,1467.194751,6.846040702,9.823837734,0.000494793,3.188734793,-0.32933162,0.989003792,1
train_00003.png,0.000789923,69.31879471,0.949180748,682.020116,0.164301927,413.868762,2658.761669,7.597658015,11.38330284,0.000251848,4.123166543,-0.278108888,0.985990639,5
train_00004.png,0.000743001,39.57841599,0.952635852,417.766194,0.191391874,406.8994291,1631.48636,7.330933371,10.85014519,0.000335184,3.727537488,-0.291812719,0.986283986,5
train_00005.png,0.00049791,54.18300935,0.957669751,640.2157792,0.169804202,372.7591988,2506.680107,7.670658819,11.3833005,0.000295254,3.934173318,-0.29944975,0.989794243,5
train_00006.png,0.001681683,82.84070582,0.44701679,74.90149854,0.137723254,331.7263386,216.7652883,5.719563254,9.745313191,0.000242354,4.194068739,-0.048958352,0.620268116,3
train_00007.png,0.003009922,39.35007401,0.327630713,29.2625831,0.181554468,318.8166947,77.7002584,5.175749066,8.821332484,0.000440506,3.748800602,-0.02801251,0.450608631,0
train_00008.png,0.000359208,281.0761068,0.563927478,322.2908386,0.073421296,307.0564141,1008.087247,6.913557196,11.81635556,0.000129327,5.129178473,-0.0837307,0.80168035,3
train_00009.png,0.000734048,51.24322612,0.96519125,735.4630874,0.183752427,366.4465817,2890.609123,7.515034953,11.06239219,0.000320219,3.859735728,-0.309329598,0.989331636,5
train_00010.png,0.002238813,56.11513072,0.253187663,37.57078439,0.153826585,300.6140813,94.16800684,5.321030578,9.228321613,0.000378432,4.003559932,-0.019053815,0.400720112,3
train_00011.png,0.000825521,64.58686847,0.951750855,669.0920883,0.166565811,409.1872636,2611.781485,7.595011587,11.34685286,0.000258912,4.075120575,-0.2828199,0.986863984,5
train_00012.png,0.000430045,309.0691387,0.337408525,233.2303596,0.068223876,361.2079517,623.8522999,6.634254389,11.61842659,0.000118312,5.198989558,-0.048945887,0.664192671,3
train_00013.png,0.001145718,82.18820041,0.868715819,313.0806132,0.134167171,317.6221075,1170.134252,6.367759568,10.44483895,0.000298112,4.247848445,-0.147389867,0.897847541,3
train_00014.png,0.005442843,131.3635363,0.930959024,951.4044977,0.174560635,416.5601338,3674.254454,7.495985255,11.34684182,0.000194348,4.542207369,-0.250376348,0.977948988,1
train_00015.png,0.000336253,268.9687707,0.715030054,471.9458356,0.084442058,342.8618064,1618.814572,7.291234494,11.994009,0.000131646,5.036242388,-0.127603947,0.883340275,1
train_00016.png,0.000345018,219.0408857,0.722365591,394.3966711,0.086708615,344.3394035,1358.545799,7.199715941,11.85347236,0.000140805,4.925359224,-0.125631862,0.888708856,1
train_00017.png,0.000713681,127.205344,0.64648514,179.9112716,0.115435446,305.1608805,592.4397424,6.602259509,10.91691617,0.000213476,4.543394258,-0.097993751,0.811061091,1
train_00018.png,0.00086032,32.32986621,0.97020284,542.7143305,0.22081041,363.4168793,2138.527456,7.44664983,10.74445385,0.00039068,3.559515332,-0.339103289,0.99260362,5
